long,lat
119.843668,65.532524
119.843668,65.53299168421051
119.843668,65.53345936842105
119.843668,65.53392705263157
119.843668,65.5343947368421
119.843668,65.53486242105262
119.843668,65.53533010526316
119.843668,65.53579778947368
119.843668,65.53626547368421
119.843668,65.53673315789473
119.843668,65.53720084210526
119.843668,65.53766852631578
119.843668,65.53813621052632
119.843668,65.53860389473684
119.843668,65.53907157894737
119.843668,65.53953926315789
119.843668,65.54000694736843
119.843668,65.54047463157895
119.843668,65.54094231578948
119.843668,65.54141
119.84484268421052,65.532524
119.84484268421052,65.53299168421051
119.84484268421052,65.53345936842105
119.84484268421052,65.53392705263157
119.84484268421052,65.5343947368421
119.84484268421052,65.53486242105262
119.84484268421052,65.53533010526316
119.84484268421052,65.53579778947368
119.84484268421052,65.53626547368421
119.84484268421052,65.53673315789473
119.84484268421052,65.53720084210526
119.84484268421052,65.53766852631578
119.84484268421052,65.53813621052632
119.84484268421052,65.53860389473684
119.84484268421052,65.53907157894737
119.84484268421052,65.53953926315789
119.84484268421052,65.54000694736843
119.84484268421052,65.54047463157895
119.84484268421052,65.54094231578948
119.84484268421052,65.54141
119.84601736842104,65.532524
119.84601736842104,65.53299168421051
119.84601736842104,65.53345936842105
119.84601736842104,65.53392705263157
119.84601736842104,65.5343947368421
119.84601736842104,65.53486242105262
119.84601736842104,65.53533010526316
119.84601736842104,65.53579778947368
119.84601736842104,65.53626547368421
119.84601736842104,65.53673315789473
119.84601736842104,65.53720084210526
119.84601736842104,65.53766852631578
119.84601736842104,65.53813621052632
119.84601736842104,65.53860389473684
119.84601736842104,65.53907157894737
119.84601736842104,65.53953926315789
119.84601736842104,65.54000694736843
119.84601736842104,65.54047463157895
119.84601736842104,65.54094231578948
119.84601736842104,65.54141
119.84719205263157,65.532524
119.84719205263157,65.53299168421051
119.84719205263157,65.53345936842105
119.84719205263157,65.53392705263157
119.84719205263157,65.5343947368421
119.84719205263157,65.53486242105262
119.84719205263157,65.53533010526316
119.84719205263157,65.53579778947368
119.84719205263157,65.53626547368421
119.84719205263157,65.53673315789473
119.84719205263157,65.53720084210526
119.84719205263157,65.53766852631578
119.84719205263157,65.53813621052632
119.84719205263157,65.53860389473684
119.84719205263157,65.53907157894737
119.84719205263157,65.53953926315789
119.84719205263157,65.54000694736843
119.84719205263157,65.54047463157895
119.84719205263157,65.54094231578948
119.84719205263157,65.54141
119.8483667368421,65.532524
119.8483667368421,65.53299168421051
119.8483667368421,65.53345936842105
119.8483667368421,65.53392705263157
119.8483667368421,65.5343947368421
119.8483667368421,65.53486242105262
119.8483667368421,65.53533010526316
119.8483667368421,65.53579778947368
119.8483667368421,65.53626547368421
119.8483667368421,65.53673315789473
119.8483667368421,65.53720084210526
119.8483667368421,65.53766852631578
119.8483667368421,65.53813621052632
119.8483667368421,65.53860389473684
119.8483667368421,65.53907157894737
119.8483667368421,65.53953926315789
119.8483667368421,65.54000694736843
119.8483667368421,65.54047463157895
119.8483667368421,65.54094231578948
119.8483667368421,65.54141
119.84954142105263,65.532524
119.84954142105263,65.53299168421051
119.84954142105263,65.53345936842105
119.84954142105263,65.53392705263157
119.84954142105263,65.5343947368421
119.84954142105263,65.53486242105262
119.84954142105263,65.53533010526316
119.84954142105263,65.53579778947368
119.84954142105263,65.53626547368421
119.84954142105263,65.53673315789473
119.84954142105263,65.53720084210526
119.84954142105263,65.53766852631578
119.84954142105263,65.53813621052632
119.84954142105263,65.53860389473684
119.84954142105263,65.53907157894737
119.84954142105263,65.53953926315789
119.84954142105263,65.54000694736843
119.84954142105263,65.54047463157895
119.84954142105263,65.54094231578948
119.84954142105263,65.54141
119.85071610526316,65.532524
119.85071610526316,65.53299168421051
119.85071610526316,65.53345936842105
119.85071610526316,65.53392705263157
119.85071610526316,65.5343947368421
119.85071610526316,65.53486242105262
119.85071610526316,65.53533010526316
119.85071610526316,65.53579778947368
119.85071610526316,65.53626547368421
119.85071610526316,65.53673315789473
119.85071610526316,65.53720084210526
119.85071610526316,65.53766852631578
119.85071610526316,65.53813621052632
119.85071610526316,65.53860389473684
119.85071610526316,65.53907157894737
119.85071610526316,65.53953926315789
119.85071610526316,65.54000694736843
119.85071610526316,65.54047463157895
119.85071610526316,65.54094231578948
119.85071610526316,65.54141
119.85189078947369,65.532524
119.85189078947369,65.53299168421051
119.85189078947369,65.53345936842105
119.85189078947369,65.53392705263157
119.85189078947369,65.5343947368421
119.85189078947369,65.53486242105262
119.85189078947369,65.53533010526316
119.85189078947369,65.53579778947368
119.85189078947369,65.53626547368421
119.85189078947369,65.53673315789473
119.85189078947369,65.53720084210526
119.85189078947369,65.53766852631578
119.85189078947369,65.53813621052632
119.85189078947369,65.53860389473684
119.85189078947369,65.53907157894737
119.85189078947369,65.53953926315789
119.85189078947369,65.54000694736843
119.85189078947369,65.54047463157895
119.85189078947369,65.54094231578948
119.85189078947369,65.54141
119.85306547368421,65.532524
119.85306547368421,65.53299168421051
119.85306547368421,65.53345936842105
119.85306547368421,65.53392705263157
119.85306547368421,65.5343947368421
119.85306547368421,65.53486242105262
119.85306547368421,65.53533010526316
119.85306547368421,65.53579778947368
119.85306547368421,65.53626547368421
119.85306547368421,65.53673315789473
119.85306547368421,65.53720084210526
119.85306547368421,65.53766852631578
